"","stops.stop_name","stops.stop_id","stops.stop_lat","stops.stop_lon","freq"
"1851","S Broadway & W Alameda Ave",12464,39.710672,-104.987721,211
"1852","Central Park Station Gate C1",34488,39.770009,-104.891063,328
"1853","Peoria Station Gate C",34496,39.766449,-104.850639,249
"1854","19th St & Avocado Rd",10365,40.056164,-105.272643,42
"1855","W 52nd Ave & Gray St",11379,39.791016,-105.060532,77
"1856","6th Ave & Holly St",11555,39.725657,-104.923136,85
"1857","6th Ave & Lafayette St",11568,39.725519,-104.97028,85
"1858","8th Ave & Logan St",11862,39.729114,-104.982724,85
"1859","Alameda Ave & S Monaco Pkwy",12047,39.711431,-104.913498,46
"1860","W Alameda Ave & S Moore St",12050,39.711065,-105.115795,99
"1861","W Alameda Ave & S Stuart St",12087,39.711379,-105.0438,105
"1862","Arapahoe Rd & S Adams Way",12247,39.594965,-104.949469,54
"1863","Bannock St & W 13th Ave",12320,39.736623,-104.99034,75
"1864","Center Ave & Windsor Gardens Lot 17",12694,39.706461,-104.88197,46
"1865","Colorado Blvd & 26th Ave",13059,39.754909,-104.940463,163
"1866","S Colorado Blvd & Louisiana Ave",13130,39.692697,-104.94079,160
"1867","S Downing St & Virginia Ave",13429,39.707332,-104.973338,111
"1868","W Evans Ave & S Lipan St",13599,39.678429,-105.001285,74
"1869","Evans Ave & S Oneida St",13613,39.678376,-104.907676,104
"1870","S Federal Blvd & W Bates Ave",13786,39.663477,-105.02503,160
"1871","S Federal Blvd & W Louisiana Ave",13832,39.692798,-105.025209,272
"1872","S Pratt Pkwy & Ken Pratt Blvd",13939,40.152804,-105.10711,20
"1873","Iliff Ave & S Wabash St",14553,39.674867,-104.889818,98
"1874","Ivy St & 50th Ave",14623,39.787187,-104.920004,13
"1875","Kipling St & W 34th Dr",14815,39.765158,-105.109546,39
"1876","Knox Ct & W 10th Ave",14904,39.733285,-105.032096,50
"1877","Lincoln St & 47th Ave",14968,39.782255,-104.985751,40
"1878","S Lowell Blvd & W Quincy Ave",15105,39.638143,-105.034785,48
"1879","S Monaco Pkwy & Baker Pl",15518,39.671162,-104.913006,76
"1880","S Monaco Pkwy & Mexico Ave",15555,39.685986,-104.912739,76
"1881","Montview Blvd & Havana St",15583,39.747511,-104.866186,247
"1882","Routt St & W 4th Ave",15679,39.722503,-105.126154,2
"1883","South Golden Rd & Lunnonhaus Dr",15714,39.740182,-105.197888,95
"1884","South Golden Rd & Ulysses St",15725,39.737518,-105.193312,99
"1885","Pecos St & W 47th Ave",15820,39.781832,-105.006346,51
"1886","Pecos St & W 90th Ave",15856,39.859949,-105.006136,116
"1887","S Peoria St & Yale Ave",15955,39.667209,-104.847426,247
"1888","Quebec St & 13th Ave",16116,39.737051,-104.903518,97
"1889","S University Blvd & S Elizabeth Way",16827,39.606615,-104.95993,37
"1890","S University Blvd & Exposition Ave",16834,39.703684,-104.959454,40
"1891","Yale Ave & S Vaughn Way",17363,39.667666,-104.83715,104
"1892","York St & 40th Ave",17407,39.772176,-104.959729,40
"1893","Smoky Hill Rd & Wagontrail Pkwy",18293,39.624505,-104.78786,53
"1894","W 92nd Ave & Federal Blvd",18326,39.863568,-105.025749,61
"1895","W 92nd Ave & Federal Blvd",18339,39.86342,-105.024604,65
"1896","Arapahoe Rd & Greenwood Plaza Blvd",19111,39.59515,-104.893982,53
"1897","52nd Ave & Vasquez Blvd",19273,39.791033,-104.942643,90
"1898","Longs Peak Ave & Gay St",19734,40.170751,-105.110546,22
"1899","Hwy 74 & Pine Crest Dr",20336,39.693622,-105.338414,2
"1900","Wadsworth Blvd & W 52nd Ave",21277,39.790018,-105.08113,101
"1901","South Boulder Rd & Waneka Pkwy",21858,39.986854,-105.09352,73
"1902","Wadsworth Blvd & W 4th Ave",22917,39.722168,-105.081351,101
"1903","Peoria St & Albrook Dr",23014,39.782874,-104.846851,123
"1904","Virginia Ave & S Birch St",23162,39.707353,-104.935036,55
"1905","Eppinger Blvd & Hoffman Way",23186,39.864349,-104.971942,38
"1906","Alpine St & E Longs Peak Ave",23339,40.171086,-105.083161,20
"1907","S Quebec St & Collegiate Dr",23847,39.546282,-104.909924,43
"1908","S Buckley Rd & Yale Ave",23917,39.667153,-104.791196,63
"1909","Park Ave West & Wewatta St",23955,39.759506,-104.994238,274
"1910","S Peoria St & Kansas Pl",24065,39.694861,-104.847061,149
"1911","51st Ave & Scranton St",24121,39.789361,-104.843259,117
"1912","Huron St & W 104th Ave",24811,39.885908,-104.996547,79
"1913","Highlands Ranch Pkwy & Burntwood Way",24952,39.54612,-104.979457,43
"1914","W 10th Ave & King St",25201,39.733009,-105.03391,32
"1915","S Quebec St & Evans Ave",25371,39.677602,-104.90376,97
"1916","W 120th Ave & Federal Blvd",26232,39.914285,-105.022516,45
"1917","49th Ave & Pontiac St",33219,39.78515,-104.905177,12
"1918","Himalaya Rd & Green Valley Ranch Blvd",33440,39.783468,-104.754917,126
"1919","11th St & Auraria Pkwy",34970,39.7472,-105.004918,529
"1920","S Lewiston Way & Mccallin Gate",35358,39.598997,-104.80061,114
"1921","Downtown Boulder Station",33700,40.016966,-105.27665,0
"1922","Wheat Ridge - Ward Station Track 2",34511,39.787986,-105.133345,164
"1923","W 1st Ave & Fenton St",10422,39.718495,-105.060519,50
"1924","W 38th Ave & Routt St",11044,39.769156,-105.127455,102
"1925","3rd St & Center Ave",11085,39.720924,-105.116665,2
"1926","W 44th Ave & Meade St",11159,39.776783,-105.035403,59
"1927","W 52nd Ave & Marshall St",11380,39.79097,-105.070221,77
"1928","6th Ave & Kenton St",11561,39.725502,-104.861422,85
"1929","72nd Ave & Clermont St",11654,39.82731,-104.934695,155
"1930","88th Ave & Corona St",11807,39.856345,-104.974976,61
"1931","W Bowles Ave & S Federal Blvd",12409,39.611887,-105.029399,88
"1932","Broadway & Euclid Ave",12433,40.005428,-105.27168,574
"1933","Broadway & 52nd Ave",12441,39.790816,-104.98762,37
"1934","Colorado Blvd & 1st Ave",13056,39.717358,-104.940846,215
"1935","Federal Blvd & W 64th Ave",13745,39.813151,-105.025147,174
"1936","Galapago St & W 4th Ave",14021,39.722763,-104.9963,49
"1937","Hampden Ave & S Holly St",14155,39.653159,-104.923234,116
"1938","Iliff Ave & S Lima St",14535,39.674708,-104.856218,104
"1939","S Lowell Blvd & W Linvale Pl",15101,39.664761,-105.034595,16
"1940","Maxwell Pl & Atchison St",15273,39.793197,-104.826115,123
"1941","Mississippi Ave & S Colorado Blvd Nearside",15335,39.696635,-104.939824,81
"1942","Pecos St & W 51st Ave",15827,39.788225,-105.006487,51
"1943","Pecos St & W Marigold Dr",15878,39.846731,-105.005905,51
"1944","Potomac St & 6th Ave",16060,39.726815,-104.828216,85
"1945","Quebec St & 29th Ave",16126,39.758423,-104.903221,91
"1946","S Reservoir Rd & Princeton Dr",16301,39.6405,-104.763704,38
"1947","Washington St & Hwy 224",17191,39.824522,-104.977873,111
"1948","Canyon Blvd & 19th St",17987,40.017172,-105.270025,132
"1949","Colfax Ave & Chambers Rd",18792,39.740196,-104.810881,228
"1950","S Buckley Rd & Floyd Ave",18949,39.656722,-104.790992,60
"1951","Yale Ave & S Norfolk St",18953,39.667638,-104.795693,104
"1952","Canyon Blvd & 6th St",19026,40.015063,-105.28688,29
"1953","Hwy 74 & Lewis Ridge Rd",19485,39.663962,-105.355292,2
"1954","S Chambers Rd & Hampden Cir",19612,39.65067,-104.81015,115
"1955","45th Ave & Ceylon St",19662,39.77768,-104.764344,126
"1956","88th Ave & Washington St",20760,39.856366,-104.978428,99
"1957","MLK Blvd & Holly St",21440,39.761747,-104.92206,181
"1958","South Boulder Rd & Robin Hood St",22302,39.986863,-105.080485,47
"1959","Gay St & 21st Ave",22547,40.196244,-105.110249,22
"1960","120th Ave & Holly St",22754,39.914078,-104.922604,74
"1961","Greenbriar Blvd & Greenbriar Ct",22876,39.971971,-105.241884,186
"1962","E 17th Ave & Lashley St",23365,40.188674,-105.089237,22
"1963","Colorado Blvd & Arrowhead Pass Rd",23680,39.879843,-104.940358,38
"1964","Amherst Ave & Bates Ave",23813,39.664228,-104.767675,108
"1965","Campus Dr & US 287",25889,39.967275,-105.088365,16
"1966","Yale Ave & S Eudora St",26065,39.667602,-104.930669,52
"1967","60th Ave & Kearney St",26081,39.805561,-104.917307,73
"1968","W 120th Ave & Ash St",26221,39.914065,-105.062792,45
"1969","Huron St & W 114th Ave",26239,39.903461,-104.996824,37
"1970","Quentin St & 19th Pl",26408,39.746678,-104.844755,84
"1971","Tower Rd & Colfax Ave",33996,39.741297,-104.772596,186
"1972","South Boulder Rd & Angevine Way",34336,39.986886,-105.103141,73
"1973","128th Ave & Summit Grove Pkwy",35284,39.928518,-104.930056,38
"1974","Nine Mile Station",33719,39.658414,-104.845517,0
"1975","Table Mesa",33743,39.986443,-105.232995,0
"1976","Thornton PnR Gate A",23103,39.855285,-104.986388,180
"1977","Union Station Gate B18",34315,39.754149,-105.001205,2
"1978","Dayton Station",34004,39.642743,-104.878433,408
"1979","Sky Ridge Station",35243,39.532268,-104.869854,0
"1980","18th Ave & Franklin St",10339,39.744875,-104.968741,82
"1981","W 1st Ave & Harlan St",10437,39.718635,-105.062317,49
"1982","W 38th Ave & Allison St",10969,39.769417,-105.086316,106
"1983","W 44th Ave & Independence St",11146,39.778165,-105.105306,59
"1984","50th Ave & Pontiac St",11346,39.78741,-104.906363,12
"1985","58th Ave & Broadway",11430,39.801662,-104.98666,37
"1986","6th Ave & Monaco Pkwy",11573,39.725682,-104.913073,85
"1987","W 72nd Ave & Raritan St",11688,39.82721,-105.009293,20
"1988","Colfax Ave & Bellaire St",12846,39.740231,-104.937692,239
"1989","Colfax Ave & Dayton St",12868,39.740262,-104.875627,450
"1990","W Colfax Ave & Garrison St",12887,39.740119,-105.099022,216
"1991","Colfax Ave & Roosevelt Way",12965,39.740317,-104.786545,177
"1992","Colfax Ave & Salida St",12972,39.740049,-104.783137,174
"1993","Colorado Blvd & 11th Ave",13047,39.73376,-104.940864,265
"1994","Colorado Blvd & Bruce Randolph Ave",13064,39.763951,-104.940713,160
"1995","Del Mar Cir & Parkview Dr",13353,39.723408,-104.843756,149
"1996","Federal Blvd & W 104th Ave",13694,39.884373,-105.025314,57
"1997","Francis St & 12th Ave",14000,40.178966,-105.11647,22
"1998","S Havana St & Exposition Ave",14262,39.704847,-104.865819,165
"1999","Iliff Ave & S Havana St",14531,39.674892,-104.866428,98
"2000","Josephine St & 9th Ave",14708,39.731563,-104.959194,37
"2001","W Littleton Blvd & S Hickory St",15010,39.613134,-104.998721,54
"2002","Logan Ct & 58th Ave",15024,39.801479,-104.981296,37
"2003","S Lowell Blvd & W Quincy Ave",15106,39.63809,-105.03464,50
"2004","S Parker Rd & S Peoria St",15774,39.659374,-104.850413,128
"2005","S Troy St & Mississippi Ave",16758,39.696166,-104.841002,81
"2006","Wadsworth Blvd & W 76th Ave",17007,39.834685,-105.081849,77
"2007","Main St & Spruce St",17903,39.977898,-105.132204,74
"2008","Boulder Canyon Dr & E 3rd St",18028,39.963012,-105.50961,29
"2009","Alameda Ave & S Lansing St",18859,39.71122,-104.857691,46
"2010","Englewood Pkwy & S Acoma St",20094,39.654834,-104.9891,454
"2011","Arapahoe Rd & S Peoria St",21504,39.595192,-104.848744,106
"2012","Hwy 119 & Stinky Gulch Rd",21808,39.964857,-105.504558,29
"2013","Monaco St & 78th Way",22966,39.839215,-104.912688,41
"2014","80th Ave & Kimberly St",22980,39.841795,-104.917726,41
"2015","Osage St & 20th St",23397,39.761811,-105.00572,128
"2016","York St & 98th Ave",23640,39.874424,-104.958839,38
"2017","Hwy 93 & Milepost 11",23722,39.907008,-105.240926,4
"2018","US 36 & McCaslin Stn Gate F",25052,39.957169,-105.1657,42
"2019","S Parker Rd & Mississippi Ave Nearside",25829,39.696441,-104.898127,114
"2020","S Broadway & W Rafferty Gardens Ave",26200,39.617307,-104.987841,104
"2021","S Buckley Rd & Peakview Ave",26366,39.598979,-104.787622,60
"2022","Arapahoe Rd & N 95th St",33342,40.014593,-105.130565,77
"2023","Lincoln St & 46th Ave",33343,39.780343,-104.985852,37
"2024","Pace St & Wyndemere Dr",34351,40.193765,-105.074312,20
"2025","W 2nd Pl & Union Blvd",34370,39.717896,-105.131974,138
"2026","Olde Town Arvada W-Bound",34542,39.798843,-105.080742,160
"2027","I-25 & Broadway Station",23061,39.701418,-104.990111,780
"2028","Union Station Track 7",34781,39.753772,-105.000812,324
"2029","US 36 / McCaslin Station East Side",33739,39.959154,-105.167602,0
"2030","Wadsworth Station",33970,39.736607,-105.080761,272
"2031","Federal Center Station Gate M",33659,39.719622,-105.129191,65
"2032","W 10th Ave & Kendall St",10057,39.733051,-105.065219,37
"2033","12th Ave & Steele St",10182,39.735188,-104.949863,105
"2034","W 26th Ave & Alcott St",10624,39.754759,-105.017544,50
"2035","30th St & Euclid Ave",10836,40.005541,-105.253023,92
"2036","W 38th Ave & Miller St",11016,39.769215,-105.115876,102
"2037","47th Ave & Joliet St",11238,39.782484,-104.861644,114
"2038","56th Ave & Holly St",11414,39.798413,-104.922657,115
"2039","W 72nd Ave & Clay St",11652,39.827208,-105.020173,20
"2040","W 72nd Ave & Eliot Cir",11660,39.827297,-105.020976,20
"2041","W 72nd Ave & Xavier St",11701,39.827212,-105.04954,20
"2042","W 88th Ave & Lamar Dr",11818,39.856417,-105.066432,26
"2043","8th Ave & Saint Paul St",11869,39.729177,-104.950826,85
"2044","Arapahoe Rd & S Colorado Blvd",12254,39.595057,-104.940975,54
"2045","Batavia Dr & Genoa St",12359,39.741895,-104.755686,123
"2046","Broadway & Bowie Ct",12484,39.830616,-104.987432,37
"2047","Broadway & Regent Dr",12585,40.003993,-105.268574,508
"2048","Colfax Ave & Clarkson St",12861,39.739934,-104.977259,240
"2049","W Evans Ave & S Quitman St",13626,39.679895,-105.041587,73
"2050","Evans Ave & S University Blvd",13638,39.678533,-104.95973,98
"2051","Federal Blvd & W 84th Ave",13764,39.84866,-105.025054,57
"2052","Grant St & 8th Ave",14114,39.728831,-104.983703,85
"2053","Hampden Ave & S Oneida Way",14166,39.652986,-104.908443,217
"2054","S Havana St & Kentucky Ave",14275,39.699857,-104.866121,163
"2055","Lamar St & W 72nd Ave",14928,39.827126,-105.0673,20
"2056","Lookout Rd & Gunpark Dr",15045,40.072716,-105.197817,78
"2057","Maxwell Pl & Crown Blvd",15274,39.792695,-104.823423,123
"2058","Maxwell Pl & Yost Ct",15285,39.794008,-104.828746,117
"2059","Princeton Ave & S Oneida St",16101,39.640799,-104.909296,123
"2060","Sable Blvd & 12th Ave",16359,39.733516,-104.819308,172
"2061","S University Blvd & Weaver Ave",16874,39.599789,-104.957541,40
"2062","S Wadsworth Blvd & W Layton Ave",17073,39.630071,-105.086765,139
"2063","Washington St & 58th Ave",17181,39.802483,-104.977864,111
"2064","Yale Ave & S Oneida St",17351,39.667573,-104.906242,55
"2065","South Boulder Rd & Washington Ave",17888,39.987009,-105.154949,74
"2066","Colfax Ave & Altura Blvd",18758,39.739912,-104.814449,229
"2067","S Federal Blvd & W Kenyon Ave",19866,39.649091,-105.025385,49
"2068","Lamar St & W 64th Ave",20303,39.81245,-105.067393,20
"2069","W 112th Ave & East Dr",20559,39.89983,-105.001269,37
"2070","Chambers Rd & Bolling Dr",20871,39.780022,-104.809903,123
"2071","Arapahoe Rd & S Galena St",22599,39.594883,-104.870012,103
"2072","S Ulster Pkwy & Belleview Ave",22687,39.62575,-104.894828,97
"2073","8900 Block Ridgeline Blvd",22907,39.553211,-104.996647,111
"2074","76th Ave & Leyden St",22975,39.834423,-104.914811,41
"2075","120th Ave & Jasmine St",23031,39.914,-104.918406,36
"2076","S Buckley Rd & S Pagosa Way",23711,39.675949,-104.791195,167
"2077","Yale Ave & S Quebec St",25277,39.667694,-104.902417,91
"2078","S Jordan Rd & Easter Ave",26431,39.58881,-104.817612,106
"2079","Chenango Ave & S Picadilly St",33189,39.627153,-104.738715,38
"2080","Green Valley Ranch Blvd & Orleans St",33453,39.781935,-104.73761,126
"2081","Acres Green Dr & Park Meadows Dr",33502,39.563159,-104.897006,43
"2082","W 26th Ave & Federal Blvd",34676,39.75491,-105.025982,56
"2083","Ireland St & 55th Ave",34796,39.796633,-104.752522,126
"2084","Holly St & 39th Ave",34889,39.770568,-104.922414,76
"2085","Carr St & Brentwood St",34955,39.796796,-105.090814,20
"2086","Arapahoe Ave & 14th St",35049,40.014643,-105.275743,92
"2087","Larimer St & 26th St",35229,39.758419,-104.985394,56
"2088","Olde Town Arvada Stn Gate G",34540,39.798917,-105.079325,119
"2089","US 36 & Table Mesa Station Gate C",17891,39.986751,-105.232921,149
"2090","25th & Welton Station",23053,39.753227,-104.97998,212
"2091","Downtown Boulder Station Gate E",34281,40.016598,-105.276837,160
"2092","Washington Ave & 10th St",24397,39.757246,-105.222922,4
"2093","W Dartmouth Ave & S Sheridan Blvd",13313,39.656146,-105.054487,16
"2094","41st / Fox Station",34548,39.772741,-104.995362,0
"2095","W 13th Ave & Broadway",10201,39.736911,-104.98786,107
"2096","20th St & Pine St",10554,40.02233,-105.270394,42
"2097","W 26th Ave & Yates St",10699,39.754804,-105.050581,50
"2098","W 32nd Ave & Osceola St",10903,39.762087,-105.037794,40
"2099","W 64th Ave & Urban St",11509,39.812848,-105.136295,20
"2100","6th Ave & Olive St",11580,39.725302,-104.906843,85
"2101","Arapahoe Ave & 19th St",12203,40.014653,-105.269778,92
"2102","Arapahoe Ave & 48th St",12219,40.014617,-105.234502,92
"2103","Broadway & Walnut St",12614,39.757605,-104.9875,90
"2104","Canyon Blvd & 11th St",12663,40.015609,-105.281034,29
"2105","W Colfax Ave & Allison St",12841,39.740164,-105.08557,216
"2106","W Colfax Ave & Independence St",12903,39.740315,-105.104821,221
"2107","W Colfax Ave & Lamar St",12923,39.740216,-105.066797,216
"2108","W Colfax Ave & Pierce St",12958,39.740403,-105.072714,221
"2109","Colfax Ave & Willow St",13007,39.74029,-104.888734,239
"2110","S Colorado Blvd & Bayaud Ave",13089,39.713805,-104.940838,215
"2111","S Eastmoor Dr & Princeton Ave",13501,39.64041,-104.905149,121
"2112","Federal Blvd & W 100th Ave",13691,39.878662,-105.025023,60
"2113","Federal Blvd & W 84th Ave",13763,39.849698,-105.024765,60
"2114","S Federal Blvd & W Yale Ave",13855,39.667972,-105.024995,244
"2115","Havana St & 1st Ave",14235,39.718514,-104.865817,165
"2116","Kalamath St & W 13th Ave",14720,39.73664,-105.000285,82
"2117","Lincoln St & 50th Ave",14972,39.787109,-104.985855,37
"2118","S Lowell Blvd & W Grand Ave",15093,39.627238,-105.034973,48
"2119","MLK Blvd & Fillmore St",15231,39.761784,-104.953364,181
"2120","W Mississippi Ave & S Galapago St",15360,39.696747,-104.995445,126
"2121","W Mississippi Ave & S Vallejo St",15469,39.696673,-105.014009,63
"2122","Montview Blvd & Clinton St",15575,39.747325,-104.877064,247
"2123","Mountain View Ave & Vivian St",15651,40.181244,-105.11828,22
"2124","South Golden Rd & Johnson Rd",15711,39.741656,-105.200162,95
"2125","Pecos St & W 81st Pl",15852,39.845149,-105.005903,51
"2126","Potomac St & Potomac Cir",16059,39.73149,-104.828228,85
"2127","S Sheridan Blvd & W Kentucky Ave",16562,39.699987,-105.053333,195
"2128","Smith Rd & Newport St",16614,39.772823,-104.910087,76
"2129","S Wadsworth Blvd & W Bails Ave",17068,39.683804,-105.081592,79
"2130","Yale Ave & S Ursula St",17361,39.667658,-104.839542,104
"2131","S Yosemite St & Peakview Ave",17451,39.598292,-104.889062,53
"2132","Hwy 119 & Magnolia Dr",18023,40.005542,-105.349882,29
"2133","Alameda Ave & S Chambers Rd",18589,39.7085,-104.80935,108
"2134","Colorado Blvd & 115th Ave",18931,39.903647,-104.940347,38
"2135","Arapahoe Ave & Conestoga St",19185,40.014784,-105.228538,92
"2136","W Hampden Ave & S Pierce St",19229,39.652399,-105.07226,68
"2137","South Boulder Rd & Cannon Cir",21649,39.98699,-105.1303,116
"2138","South Boulder Rd & Dixon Ave",21857,39.987033,-105.09309,74
"2139","21st Ave & Hover St",22520,40.196017,-105.13035,24
"2140","55th St & Flatiron Pkwy",22536,40.023556,-105.225528,22
"2141","Baseline Rd & 55th St",22880,40.000222,-105.225809,79
"2142","88th Ave & Colorado Blvd",22989,39.856035,-104.940681,41
"2143","104th Ave & US 85",23501,39.885189,-104.881283,63
"2144","Alameda Ave & S Vine St",25551,39.711152,-104.963295,46
"2145","Morrison Rd & S Raleigh St",25862,39.703865,-105.04313,37
"2146","Hampden Ave & S Ventura St",26405,39.653233,-104.779935,108
"2147","Dunkirk St & Dunkirk Way",33445,39.790707,-104.761932,126
"2148","W 46th Ave & Tejon St",34334,39.78023,-105.010685,74
"2149","W 55th Ave & Zephyr Ct",34950,39.797007,-105.085345,20
"2150","Southmoor Station",33721,39.648898,-104.915046,0
"2151","Main St & 21st Ave",17546,40.197314,-105.102263,55
"2152","Louisiana / Pearl Station Gate B",21467,39.693094,-104.978208,192
"2153","48th & Brighton National Western Center Station Gate B",25147,39.784889,-104.966753,90
"2154","Northglenn / 112th Ave Station",35366,39.902677,-104.959583,0
"2155","W 1st Ave & Meade St",10458,39.718205,-105.036629,49
"2156","W 1st Ave & Teller St",10478,39.718412,-105.076463,50
"2157","W 32nd Ave & Stuart St",10914,39.762155,-105.043351,40
"2158","W 32nd Ave & Webster St",10920,39.76215,-105.080247,40
"2159","W 44th Ave & Garrison St",11139,39.778148,-105.101314,59
"2160","W 44th Ave & Hooker St",11143,39.776604,-105.028464,58
"2161","48th Ave & Clayton St",11270,39.783816,-104.954632,143
"2162","W 50th Ave & Clay St",11328,39.787485,-105.020792,74
"2163","6th Ave & Havana St",11552,39.725482,-104.865438,85
"2164","72nd Ave & Olive St",11681,39.827121,-104.906668,41
"2165","Arapahoe Rd & S Forest Way",12264,39.594923,-104.92783,54
"2166","W Colfax Ave & Irving St",12905,39.740419,-105.030594,221
"2167","Hwy 224 & York St",14473,39.828839,-104.960032,20
"2168","Iliff Ave & S Xanadu Way",14557,39.67482,-104.833436,104
"2169","Knox Ct & W 6th Ave",14908,39.725848,-105.032583,49
"2170","Quebec St & 1st Ave",16120,39.718813,-104.90383,182
"2171","Quebec St & 6th Ave",16138,39.725913,-104.903233,91
"2172","Quincy Ave & S Tamarac Pkwy",16191,39.638535,-104.896835,121
"2173","Sheridan Blvd & W 38th Ave",16471,39.769019,-105.053335,96
"2174","S University Blvd & Commons Ave",16826,39.590792,-104.960369,93
"2175","Washington St & 62nd Ave",17186,39.808923,-104.978217,111
"2176","S Broadway & Mineral Ave",17611,39.573835,-104.98833,104
"2177","17th St & Stout St [ Y Stop ]",17713,39.746469,-104.991578,105
"2178","Hwy 40 & Hwy 26",18894,39.698306,-105.207258,2
"2179","W Kentucky Ave & S Tennyson St",19012,39.700435,-105.043437,63
"2180","South Boulder Rd & Manhattan Dr",19454,39.985832,-105.227151,73
"2181","Hwy 119 & Saint Anton",21417,39.986857,-105.44068,29
"2182","Broadway & Yarmouth Ave",22247,40.059011,-105.282223,226
"2183","W 72nd Ave & Yates St",22594,39.827447,-105.051151,20
"2184","Colorado Blvd & 100th Ave",23192,39.877665,-104.940365,38
"2185","Francis St & 9th Ave",23287,40.174454,-105.116593,22
"2186","W Alameda Ave & S Kipling St",24004,39.7111,-105.110588,99
"2187","Garrison St & W 61st Ave",24261,39.806894,-105.100293,26
"2188","Airport Blvd & Colfax Ave",24521,39.739688,-104.791395,63
"2189","W Oxford Ave & S Santa Fe Dr",25025,39.642361,-105.007088,62
"2190","8600 Block Webster Dr",25603,39.855115,-105.079364,61
"2191","2000 Block S Quebec Way",33102,39.681915,-104.887714,11
"2192","Mississippi Ave & S Quebec St",33387,39.695614,-104.904259,81
"2193","S Public Rd & Old Laramie Trail",34742,39.981845,-105.090359,18
"2194","W 56th Ave & Newland Way",34974,39.79822,-105.069845,20
"2195","Ward Road PnR Gate E",26536,39.78025,-105.138641,58
"2196","Union Station",33647,39.755067,-105.002733,477
"2197","Colorado Station Gate C",26150,39.679788,-104.938003,203
"2198","Sheridan Blvd & W Colfax Ave",16547,39.739808,-105.053338,96
"2199","Pecos Junction Station Track 1",34544,39.805346,-105.005393,232
"2200","61st & Pena Station Track 2",34606,39.806553,-104.784076,290
"2201","W 10th Ave & Hooker St",10051,39.732976,-105.02897,32
"2202","30th Ave & Xanadu St",10825,39.756906,-104.829559,115
"2203","48th Ave & Columbine St",11276,39.783705,-104.956508,140
"2204","W 6th Ave North Frontage Rd & Miller Ct",11617,39.7258,-105.115262,39
"2205","Alameda Ave & Alameda Dr",11950,39.709199,-104.814748,222
"2206","S Broadway & W Iliff Ave",12536,39.674424,-104.987683,191
"2207","Colfax Ave & Elm St",12875,39.740237,-104.930205,450
"2208","W Colfax Ave & Knox Ct",12920,39.740259,-105.031847,216
"2209","Colfax Ave & Scranton St",12973,39.740074,-104.841762,240
"2210","S Colorado Blvd & Iowa Ave",13127,39.68707,-104.940851,160
"2211","W Dartmouth Ave & S Patton Ct",13292,39.660786,-105.039696,16
"2212","S Downing St & Iliff Ave",13409,39.674712,-104.973399,111
"2213","W Evans Ave & S Irving St",13591,39.678134,-105.029441,74
"2214","W Evans Ave & S Xavier St",13644,39.679213,-105.050579,73
"2215","Federal Blvd & W 8th Ave",13768,39.729654,-105.025279,209
"2216","S Federal Blvd & W Virginia Ave",13854,39.707188,-105.025204,209
"2217","Glenwood Dr & 30th St",14105,40.032867,-105.254195,114
"2218","Hampden Ave & S Willow St",14182,39.652965,-104.888345,165
"2219","MLK Blvd & Fillmore St",15232,39.762019,-104.954421,178
"2220","W Mississippi Ave & S Broadway",15323,39.696731,-104.987885,126
"2221","Monaco Pkwy & 26th Ave",15505,39.754319,-104.912898,76
"2222","Mountain View Ave & Francis St",15633,40.181361,-105.117171,22
"2223","Peoria St & 46th Ave",15909,39.778944,-104.847169,240
"2224","S Peoria St & S Parker Rd",15949,39.659978,-104.847226,255
"2225","Pierce St & W 14th Ave",15971,39.737964,-105.072056,32
"2226","Santa Fe Dr & W 10th Ave",16417,39.732327,-104.998597,86
"2227","S University Blvd & Euclid Ave",16829,39.597649,-104.957596,37
"2228","S University Blvd & Mississippi Ave",16859,39.696864,-104.959248,37
"2229","Wadsworth Blvd & W 5th Ave",16985,39.723526,-105.081699,97
"2230","Wadsworth Bypass & W 64th Ave",16991,39.814329,-105.080967,79
"2231","W Kentucky Ave & S Tennyson St",19011,39.700348,-105.044293,66
"2232","Kipling St & W 81st Ave",19419,39.844924,-105.110262,26
"2233","Huron St & W 116th Ave",19729,39.907376,-104.996584,40
"2234","Walnut St & 18th St",19777,40.018401,-105.271901,42
"2235","South Boulder Rd & Coal Creek Dr",20009,39.986862,-105.095894,73
"2236","S Dayton Way & Harvard Ave",20877,39.670951,-104.875362,14
"2237","8th St & Main Ave",21888,39.713703,-105.12287,2
"2238","S Cherry St & Virginia Ave",23163,39.70673,-104.933538,55
"2239","Mansfield Ave & S Yampa St",23988,39.647069,-104.773034,39
"2240","32nd Ave & Ouray St",24736,39.762017,-104.792666,12
"2241","30th St & Arapahoe Ave",25117,40.013638,-105.253935,89
"2242","104th Ave & Landmark Dr",33278,39.885712,-104.791061,63
"2243","W Florida Ave & S Federal Blvd",34274,39.689414,-105.026213,63
"2244","Maxwell Pl & Kirk St",34802,39.795245,-104.74583,126
"2245","48th Ave & Race St",35273,39.783735,-104.963325,84
"2246","US 287 & Goose Haven Dr",19960,40.053974,-105.10285,18
"2247","Thornton PnR Gate B",21994,39.855338,-104.986479,65
"2248","US 287 / 21st Ave",33847,40.197323,-105.102972,0
"2249","Sheridan Station",33968,39.734938,-105.053456,96
"2250","48th & Brighton National Western Center Station Gate A",25678,39.785328,-104.966619,84
